criticalRate,death,deathRate,confCaseRate,createDt,confCase,gubun
0.05,103,1,15,2022-02-14,212802,40-49
0,141,0.46,14.56,2022-12-09,4021363,30-39
0.11,14614,51.07,53.24,2022-10-07,13274287,Female
0,0,0,2.49,2020-10-12,614,0-9
5.34,259,28.24,7.85,2021-01-01,4848,70-79
0.13,11830,51.42,52.96,2022-05-03,9186776,Female
2.01,233,53.2,46.55,2020-10-14,11581,Male
2.98,137,52.09,41.33,2020-05-20,4592,Male
0.93,3019,48.62,48.03,2022-01-13,326155,Female
1.75,836,50.3,50.49,2021-03-12,47802,Female
0,1069,4,13,2022-08-15,2688393,50-59
1.93,20474,59.62,3.42,2023-04-11,1058910,80 over
0.01,12,0.22,14.99,2021-12-30,93857,20-29
0,0,0,29.97,2020-03-05,1728,20-29
0,138,0,15,2022-11-02,3742317,30-39
1.2,64,12.1,15.18,2020-12-02,5339,60-69
0.02,3,0.16,14.87,2021-05-05,18585,20-29
0.31,29,4.15,18.59,2020-12-21,9400,50-59
21.25,224,50.45,4.18,2020-10-18,1054,80 over
0.09,5,0.91,14,2020-12-07,5343,40-49
0.04,1017,4.14,12.35,2022-07-07,2278877,50-59
0.13,12696,51.27,52.99,2022-07-19,9994292,Female
0.1,17571,50.75,53.78,2023-05-16,16906359,Female
0.03,1432,4.08,13.06,2023-07-06,4223285,50-59
0.16,1,4.35,14.98,2020-03-02,631,40-49
0,432,5,12,2022-03-09,619162,50-59
1.02,300,13.29,12.04,2021-08-26,29288,60-69
0,0,0,27.86,2020-05-17,3078,20-29
0.71,15,5.49,17.88,2020-06-07,2105,50-59
2.69,13689,58.99,2.92,2022-05-06,509483,80 over
0,0,0,5.62,2020-05-18,622,10-19
0.06,6,0.42,12.76,2021-02-01,10016,30-39
0.11,4037,11.35,11.23,2023-08-16,3817004,60-69
0.64,5673,23.06,4.79,2022-07-08,885636,70-79
0.01,336,1.35,15.41,2022-07-25,2965653,40-49
0.06,23,0.99,15.9,2021-09-05,41410,40-49
0,18,0.08,12.23,2022-04-26,2079932,0-9
17.55,277,50.83,4.2,2020-12-06,1578,80 over
0,0,0,46.43,2020-02-10,13,Female
0,0,0,5.62,2021-10-18,19287,0-9
0,79,0.23,14.57,2023-03-30,4488214,20-29
0,6608,23,5,2022-10-14,1309107,70-79
0,72,0,15,2022-10-05,3677428,20-29
1.18,124,11.85,15.83,2021-01-07,10552,60-69
0.14,11977,49,47,2022-07-03,8646373,Male
1.57,905,50.25,50.28,2021-04-19,57646,Female
0.3,56,3.28,18.49,2021-03-24,18459,50-59
0.32,49,3.3,18.75,2021-02-10,15361,50-59
0,0,0,6.79,2021-03-14,6489,10-19
0,0,0,5.62,2020-09-10,1222,10-19
1.05,1058,15.84,12.66,2022-01-28,100474,60-69
1.47,244,47.56,52.58,2020-11-25,16652,Female
0.01,54,0.63,15.27,2022-03-04,604429,30-39
2.69,14463,58.81,2.91,2022-07-07,537328,80 over
3.31,1932,27,4,2022-02-14,58308,70-79
0,14917,51,53,2022-11-02,13686059,Female
0,72,0,15,2022-09-29,3658931,20-29
0,0,0,20,2020-02-16,6,30-39
0,0,0,4.48,2021-06-18,6732,0-9
0,325,1,15,2022-06-14,2814853,40-49
2.29,41,13.85,12.96,2020-07-21,1791,60-69
0.01,5,0.24,17.44,2021-08-08,36796,20-29
0,0,0,15.47,2021-01-17,11192,20-29
0.64,5115,23.22,4.73,2022-04-23,795343,70-79
0.64,5648,23.03,4.81,2022-06-27,881043,70-79
0,23,0.07,12.41,2023-05-26,3925248,10-19
15.57,1299,49.62,2.47,2021-10-14,8343,80 over
0,0,0,20.06,2020-09-29,4754,20-29
0.11,3915,11.36,10.95,2023-04-28,3409897,60-69
0,0,0,15.36,2021-01-27,11739,20-29
0,160,0.47,14.64,2023-03-17,4491742,30-39
0,0,0,14.54,2023-06-30,4687612,20-29
0.04,41,0.65,14.66,2022-01-15,100876,30-39
0,11764,51,53,2022-05-01,9149093,Female
0.05,2,0.4,12.61,2020-11-22,3867,30-39
0.02,12,0.37,17.74,2021-11-20,73148,20-29
0,0,0,5.24,2020-03-14,424,10-19
0,0,0,6.32,2021-01-11,4368,10-19
0,37,0.11,10.16,2023-02-19,3092463,0-9
2.35,41,14.24,13.04,2020-07-11,1744,60-69
0,22,0.09,11.97,2022-06-24,2192352,0-9
2.45,41,14.54,13.03,2020-07-01,1674,60-69
0.12,16853,49.26,46.31,2023-03-24,14239348,Male
10.7,76,29.92,6.57,2020-05-05,710,70-79
6.57,167,32.36,7.75,2020-11-27,2543,70-79
0,60,0.25,14.58,2022-06-23,2668662,20-29
0.15,2964,11.8,10.06,2022-08-03,2017250,60-69
0,9,0.04,13.1,2022-06-21,2395334,10-19
0,0,0,2.39,2020-09-19,548,0-9
0.82,1547,49.31,46.97,2021-11-16,187695,Female
0.06,19,0.89,15.89,2021-08-11,34354,40-49
1.47,917,49.65,49.82,2021-05-05,62247,Male
0,17,0,13,2022-10-27,3247449,10-19
0.12,16656,49.23,46.33,2023-02-17,14088807,Male
0,0,0,29.17,2020-02-08,7,50-59
0,73,0.25,14.77,2022-10-11,3692331,20-29
0,61,0,15,2022-07-14,2737243,20-29
0.03,1420,4.08,13.06,2023-06-02,4146749,50-59
0,0,0,4.46,2021-06-14,6608,0-9
0.01,3,0.16,14.92,2021-05-22,20193,20-29
1.24,57,11.54,15.89,2020-11-17,4607,60-69
0,0,0,14.57,2023-04-23,4528009,20-29
0.25,327,4.76,13.02,2022-02-06,131447,50-59
0.11,16397,50.99,53.59,2022-12-31,15572296,Female
0,0,0,2.4,2020-09-17,544,0-9
0,0,0,25.84,2020-07-14,3491,20-29
0.11,3994,11.36,11.07,2023-07-17,3610888,60-69
14,1458,50,3,2021-11-05,10106,80 over
0,0,0,5.69,2020-05-21,633,10-19
0,335,1,15,2022-07-24,2960036,40-49
0,39,0.11,9.47,2023-08-30,3267575,0-9
17.46,1168,52.21,2.77,2021-08-25,6688,80 over
0,0,0,12.41,2023-07-08,4017442,10-19
0,0,0,9.71,2021-11-20,40026,10-19
0,22,0.06,12.43,2023-02-27,3790192,10-19
0.39,14,40,62.71,2020-03-05,3616,Female
2.68,14186,58.86,2.93,2022-05-27,528980,80 over
0.04,970,4.09,12.33,2022-05-16,2194236,50-59
11.97,3464,49.89,2.56,2022-02-09,28930,80 over
0,0,0,0.74,2020-03-01,26,0-9
0,65,0,15,2022-08-11,3143857,20-29
0,0,0,27.27,2020-04-06,2804,20-29
0.01,1,0.06,15.1,2021-02-28,13540,20-29
5.5,589,28.59,5.87,2021-07-21,10700,70-79
0.12,3536,11.49,10.71,2022-12-05,2927724,60-69
0,37,0.11,10.03,2023-05-04,3132360,0-9
0,137,0,15,2022-10-17,3666502,30-39
0.03,11,0.49,14.99,2021-08-26,36478,30-39
0.3,204,5.58,15.02,2021-12-01,67923,50-59
0,0,0,18.59,2020-02-21,29,40-49
1.17,7,25,12.47,2020-03-03,600,60-69
0.01,188,1.29,15.47,2022-03-26,1778214,40-49
0,165,0.47,14.69,2023-08-04,4910529,30-39
0.04,2,0.34,12.85,2020-12-13,5495,30-39
0.03,1417,4.09,13.06,2023-05-22,4121111,50-59
0.1,17441,50.74,53.72,2023-04-17,16649767,Female
0,0,0,25.43,2020-07-26,3598,20-29
0,0,0,5.6,2020-06-18,686,10-19
0,0,0,15.42,2021-01-21,11394,20-29
6.46,383,27.63,7.7,2021-01-28,5925,70-79
0.02,11,0.43,19.34,2021-10-08,63418,20-29
0,138,0.47,14.57,2022-11-05,3760151,30-39
0,3361,12,11,2022-10-28,2687465,60-69
25.75,137,49.28,4.38,2020-06-16,532,80 over
0.03,1427,0,13.06,2023-06-16,4177896,50-59
25.51,125,48.08,4.46,2020-05-14,490,80 over
0,0,0,62.5,2020-02-04,10,Male
1.98,216,53.07,45.94,2020-09-29,10887,Male
0.02,48,0.65,14.84,2022-02-20,291216,30-39
0.88,632,14.72,13.74,2021-12-13,71857,60-69
0,18,0.06,12.63,2022-12-28,3643618,10-19
6.19,173,32.04,7.57,2020-12-05,2793,70-79
0.77,15,6.15,18.18,2020-04-28,1955,50-59
0.89,1177,49.73,48.06,2021-09-14,132602,Female
1.29,188,11.41,15.54,2021-03-10,14562,60-69
0,0,0,27.41,2020-04-20,2926,20-29
0.04,1017,4.13,12.35,2022-07-10,2286617,50-59
0.13,10495,48.44,47.09,2022-04-21,7851593,Male
0.05,6,0.37,13.16,2021-03-08,12213,30-39
0.64,5542,23.06,4.82,2022-05-25,868024,70-79
0,0,0,5.48,2020-10-05,1324,10-19
0,0,0,4.23,2021-03-29,4317,0-9
0.13,7540,48.89,47.45,2022-03-29,5860230,Male
0,0,0,27.43,2020-05-04,2963,20-29
0,0,0,16.59,2020-12-24,8881,20-29
0.03,1384,4.08,13.07,2023-02-22,3979679,50-59
0.11,2,0.66,12.71,2020-08-03,1829,30-39
1.26,1029,50.54,49.46,2021-07-09,81786,Female
0,9,0.04,13.1,2022-06-01,2373619,10-19
2.43,162,53.11,45.59,2020-08-09,6655,Male
1.89,20653,59.6,3.46,2023-05-18,1090280,80 over
2.55,155,52.54,44.16,2020-07-19,6070,Male
0,74,0.25,14.7,2022-11-09,3819210,20-29
0.13,11995,51.35,52.98,2022-05-08,9295483,Female
0,0,0,10.09,2023-04-09,3119257,0-9
1.78,21109,59.7,3.55,2023-08-03,1184729,80 over
19.49,698,56.47,4.99,2021-01-16,3581,80 over
0,22,0.06,12.44,2023-03-23,3824213,10-19
0.95,1131,49.93,48.51,2021-08-27,118917,Female
0,15,0.08,12.49,2022-04-07,1846489,0-9
0.29,41,3.07,18.83,2021-01-23,14061,50-59
0.19,3,1.1,13.23,2020-06-06,1551,40-49
0.04,1007,4.13,12.35,2022-06-16,2253850,50-59
0,0,0,6.33,2021-01-14,4475,10-19
0,0,0,2.51,2020-10-20,637,0-9
0.26,30,3.27,18.78,2021-01-01,11597,50-59
0.17,1808,12.65,9.63,2022-03-25,1074463,60-69
0,10,0.04,13.09,2022-06-26,2399762,10-19
0,0,0,5.45,2021-10-01,17094,0-9
0,77,0.24,14.59,2022-12-25,4180865,20-29
0,0,0,1.61,2020-07-12,216,0-9
0.3,145,6.02,16.83,2021-09-20,48401,50-59
0.05,2,0.4,12.59,2020-11-18,3687,30-39
0.16,2839,11.83,10.16,2022-05-24,1827335,60-69
0.03,1399,4.1,13.07,2023-03-10,4001037,50-59
0,0,0,0,2020-02-14,0,80 over
0,0,0,7.15,2021-06-04,10216,10-19
0,13038,49,47,2022-08-30,10839264,Male
20.89,857,56.87,4.95,2021-02-12,4103,80 over
0.51,6489,23,5.18,2022-09-25,1274458,70-79
0.11,14533,51,53,2022-10-01,13198480,Female
0,0,0,8.23,2021-08-14,18289,10-19
0.66,16,5.44,17.74,2020-07-18,2433,50-59
0,0,0,3.79,2021-01-28,2918,0-9
0.43,7976,22.7,5.74,2023-07-13,1867067,70-79
0,0,0,27.33,2020-04-15,2895,20-29
0.25,73,3.6,18.26,2021-07-05,29369,50-59
0.03,1403,4.1,13.06,2023-03-28,4021499,50-59
1,5735,23,5,2022-07-24,914725,70-79
0,38,0.11,9.73,2023-07-25,3204447,0-9
0,0,0,5.52,2020-07-25,778,10-19
0.12,17047,49.25,46.23,2023-05-15,14522431,Male
21.14,227,50.44,4.22,2020-10-21,1074,80 over
0.01,8,0.33,18.8,2021-09-19,53769,20-29
0.01,468,1.36,15.23,2023-04-11,4710522,40-49
1.83,724,49.45,49.12,2021-02-06,39553,Male
0,3019,12,10,2022-08-15,2179405,60-69
0,22,0,12,2022-06-10,2183782,0-9
0,161,0.47,14.65,2023-04-26,4559338,30-39
0.27,69,3.53,18.4,2021-05-30,25746,50-59
6.49,41,28.47,6.67,2020-03-28,632,70-79
0.13,11454,51.49,52.93,2022-04-25,8961439,Female
13.21,3411,49.74,2.66,2022-02-05,25830,80 over
2.99,135,51.92,41.08,2020-05-14,4515,Male
0,0,0,5.74,2020-09-02,1174,10-19
5.14,617,27.86,5.08,2021-08-22,12012,70-79
0,0,0,1.13,2020-03-20,98,0-9
0.12,3546,11.47,10.72,2022-12-08,2953040,60-69
0.9,3318,51.43,51.97,2022-01-19,366825,Male
0,150,0.5,14.6,2023-01-11,4333357,30-39
1.47,925,49.73,49.82,2021-05-07,62800,Male
0,9,0.04,13.1,2022-06-22,2396390,10-19
0.65,4265,23.65,4.5,2022-04-06,655018,70-79
0.04,1039,4.15,12.38,2022-07-31,2448328,50-59
0,158,0.46,14.64,2023-03-01,4468670,30-39
0,14,0,13,2022-08-14,2761133,10-19
0,0,0,0,2020-02-06,0,70-79
2.54,40,14.29,12.84,2020-06-18,1574,60-69
0.04,7,0.37,13.54,2021-05-09,17240,30-39
0.82,1278,49.48,47.09,2021-10-11,156732,Female
0,0,0,0,2020-01-29,0,60-69
0.01,14,0.22,15.1,2022-01-16,104535,20-29
1.17,67,46.53,60.59,2020-03-28,5743,Female
0.03,1408,4.09,13.06,2023-04-18,4050304,50-59
0.89,2696,48.46,47.97,2021-12-31,302637,Female
4.23,1873,27.5,4.88,2022-02-03,44258,70-79
24.78,139,49.29,4.33,2020-07-03,561,80 over
0,80,0.23,14.57,2023-05-02,4543437,20-29
2.21,16331,58.9,3.04,2022-09-16,738741,80 over
0,0,0,4.33,2021-05-01,5313,0-9
0,160,0.47,14.65,2023-04-14,4535379,30-39
0.03,1388,4.09,13.07,2023-02-28,3987298,50-59
0.09,12,0.76,14.33,2021-02-26,12738,40-49
5.32,28,37.33,6.44,2020-03-15,526,70-79
1.86,128,46.72,57.98,2020-06-09,6871,Female
0,14,0,13,2022-08-13,2749265,10-19
0.06,6,0.42,12.76,2021-02-03,10117,30-39
0.11,15047,51.04,53.35,2022-11-09,13860226,Female
0,0,0,27.84,2020-05-24,3115,20-29
0,0,0,2.53,2020-10-25,654,0-9
1.52,905,49.81,49.77,2021-04-26,59420,Male
0,381,1,15,2022-09-22,3747853,40-49
0,0,0,5.23,2021-09-04,13543,0-9
0.13,10419,48.42,47.1,2022-04-20,7810351,Male
0.2,1,4.35,12.06,2020-03-02,508,30-39
0,17,0,13,2022-10-22,3227716,10-19
1.1,106,11.78,15.85,2020-12-31,9626,60-69
1.04,251,12.24,13.75,2021-07-16,24072,60-69
0.13,12578,51.28,52.98,2022-06-28,9716306,Female
2.68,13857,58.99,2.92,2022-05-11,516487,80 over
0,0,0,2.71,2020-02-26,31,10-19
1.76,112,47.26,59.68,2020-04-21,6376,Female
0.13,354,4.65,11.92,2022-02-23,277552,50-59
0,0,0,20.4,2020-09-18,4647,20-29
0.13,3333,11.56,10.52,2022-10-16,2642696,60-69
0.11,17380,50.75,53.7,2023-03-29,16538049,Female
0.03,1367,4.1,13.1,2023-01-31,3940356,50-59
0.26,109,4.89,17.58,2021-08-24,42059,50-59
0,0,0,9.18,2021-10-26,32542,10-19
1.93,20486,59.61,3.43,2023-04-14,1060892,80 over
0.71,3657,24.08,4.31,2022-03-28,517406,70-79
1.77,673,50.34,50.98,2021-01-23,38073,Female
1.85,41,13.4,13.83,2020-08-19,2221,60-69
0,134,0.47,14.6,2022-10-04,3627301,30-39
0.15,2629,11.82,10.09,2022-04-25,1708930,60-69
0.06,6,0.44,12.77,2021-01-27,9762,30-39
0.04,1007,4.12,12.35,2022-06-17,2254778,50-59
1.17,212,11.71,15.41,2021-04-23,18095,60-69
0.13,12644,51.27,52.98,2022-07-11,9814638,Female
2.68,14116,58.9,2.93,2022-05-22,526499,80 over
0,0,0,15.72,2021-01-07,10479,20-29
0.01,3,0.15,15.58,2021-07-05,25058,20-29
6.09,519,28.66,7.26,2021-04-23,8529,70-79
0,134,0,15,2022-09-27,3603569,30-39
0,113,0,15,2022-07-24,2830404,30-39
20.66,891,56.64,4.92,2021-02-23,4313,80 over
0,69,0.54,14.81,2022-03-21,1419630,30-39
3.02,140,52.63,41.49,2020-05-24,4643,Male
0.14%,3005,12,10,2022-08-12,2140537,60-69
0.88,2626,48.79,47.94,2021-12-29,297708,Female
0.01,435,1.36,15.25,2022-12-30,4420534,40-49
18.87,1068,55.31,4.16,2021-05-23,5661,80 over
0.01,424,1.35,15.23,2022-12-19,4298314,40-49
0.42,23,4.59,18.24,2020-11-20,5464,50-59
0,6,0.06,12.19,2022-03-13,799051,0-9
0,38,0.11,9.72,2023-07-26,3206466,0-9
0.01,459,1.36,15.24,2023-02-20,4639041,40-49
0,0,0,15.93,2021-01-01,9837,20-29
0,120,0,15,2022-08-16,3171868,30-39
0,0,0,11.06,2023-07-09,3584557,60-69
0,0,0,1.3,2020-04-30,140,0-9
0,68,0.25,14.83,2022-09-10,3555904,20-29
0,0,0,100,2020-01-23,1,30-39
0.04,1006,4.12,12.35,2022-06-15,2252877,50-59
0,74,0.25,14.7,2022-11-10,3826903,20-29
0.1,14,0.84,14.41,2021-03-12,13640,40-49
0,0,0,1.9,2020-08-21,317,0-9
2.33,15385,58.81,2.94,2022-08-23,659532,80 over
0.12,3460,11.51,10.66,2022-11-21,2832958,60-69
0,139,0.47,14.56,2022-11-17,3846796,30-39
0.07,2,0.48,12.24,2020-10-03,2940,30-39
0.23,330,4.75,12.86,2022-02-09,145500,50-59
0.04,1287,4.11,12.92,2022-12-16,3625248,50-59
20.26,784,56.04,5,2021-01-29,3869,80 over
7.09,47,27.81,6.65,2020-04-02,663,70-79
0.03,1392,4.09,13.07,2023-03-06,3994899,50-59
0,3345,12,11,2022-10-21,2658701,60-69
0,0,0,5.57,2020-07-23,776,10-19
1.05,244,12.01,14.45,2021-07-06,23344,60-69
0.81,1205,50.12,52.06,2021-09-19,148854,Male
0,0,0,2.83,2020-11-23,877,0-9
0,0,0,6.19,2020-12-30,3702,10-19
6.44,399,27.12,7.66,2021-02-07,6194,70-79
0.51,6583,22.96,5.21,2022-10-09,1301247,70-79
1.62,878,49.75,49.64,2021-04-10,54075,Male
0.11,2,0.66,12.7,2020-08-11,1862,30-39
0,0,0,5.25,2021-09-05,13657,0-9
0.01,14,0.22,15.16,2022-01-19,107041,20-29
0.48,6966,22.83,5.4,2022-11-30,1462312,70-79
1.78,780,50.23,50.72,2021-02-20,43907,Female
1.81,737,50.51,50.88,2021-02-05,40770,Female
0.27,62,3.39,18.5,2021-04-30,22569,50-59
1.25,201,11.59,15.51,2021-04-01,16071,60-69
0.02,110,1.37,15.81,2022-02-28,495533,40-49
0,80,0.23,14.54,2023-07-03,4690690,20-29
0,0,0,15.16,2023-08-26,5212287,40-49
0.51,6324,23.02,5.12,2022-09-11,1229834,70-79
1.02,300,13.25,12.01,2021-08-27,29447,60-69
0.03,2,0.3,12.67,2020-12-19,6152,30-39
0.04,24,0.86,16.01,2021-10-26,56715,30-39
0.1,12,0.76,14.32,2021-02-23,12552,40-49
0.07,2,0.49,12.19,2020-09-29,2888,30-39
0.04,1017,4.13,12.35,2022-07-09,2283966,50-59
0,13688,51,53,2022-08-31,12359202,Female
0,0,0,5.73,2023-07-02,1846540,70-79
0,80,0.23,14.54,2023-07-06,4701775,20-29
0,1005,4,12,2022-06-13,2250397,50-59
0.04,22,0.83,15.99,2021-10-17,54734,30-39
0.01,296,1.28,15.47,2022-05-06,2702313,40-49
1.34,978,49.52,50.15,2021-06-08,72758,Male
0,0,0,50,2020-01-24,1,Female
1,6505,23,5,2022-09-28,1280729,70-79
0,22,0.06,12.43,2023-02-26,3789832,10-19
0,3335,12,11,2022-10-18,2647854,60-69
4.59,703,26.99,4.57,2021-10-13,15330,70-79
0,0,0,21.36,2020-09-03,4410,20-29
0,162,0.47,14.67,2023-05-24,4634240,30-39
7.18,150,32.54,7.99,2020-10-28,2090,70-79
0,0,0,4.4,2021-05-18,5841,0-9
0.16,2857,11.82,10.15,2022-05-30,1836131,60-69
0.02,12,0.38,17.88,2021-11-18,72611,20-29
0,79,0.23,14.57,2023-02-11,4418846,20-29
1.54,6,37.5,13.31,2020-02-29,390,60-69
1.58,894,49.75,49.71,2021-04-18,56721,Male
4.93,654,27.32,4.68,2021-09-18,13279,70-79
0.03,12,0.52,15.11,2021-09-01,38305,30-39
1.75,834,49.7,49.54,2021-03-16,47746,Male
0.19,3,1.07,13.11,2020-06-18,1607,40-49
0.77,1113,16,10,2022-02-15,143803,60-69
0,0,0,8.33,2021-08-20,19396,10-19
0,17,0.08,12.32,2022-04-16,1996947,0-9
1.33,982,49.55,50.2,2021-06-12,74001,Male
1.8,731,50.48,50.89,2021-02-04,40585,Female
0.27,36,3.01,18.82,2021-01-14,13312,50-59
0,0,0,0,2020-02-10,0,80 over
0,0,0,13.06,2023-04-23,4059629,50-59
0,0,0,5.59,2023-03-06,1708751,70-79
1.03,328,13.9,11.63,2021-09-13,31924,60-69
0.01,338,1.35,15.41,2022-07-30,3036102,40-49
0,14121,49,47,2022-10-18,11762328,Male
0.11,17520,49.38,46.02,2023-08-10,15526420,Male
0,22,0.07,12.44,2023-02-15,3780316,10-19
2.48,158,53.02,44.95,2020-07-26,6360,Male
18.69,1100,54.64,3.8,2021-06-27,5885,80 over
7.06,155,32.43,8,2020-11-08,2194,70-79
0.07,53,1.36,14.91,2021-12-06,71178,40-49
0.43,21,4.55,18.39,2020-10-29,4830,50-59
0.11,17405,50.76,53.7,2023-04-04,16571458,Female
0.81,3457,51.35,51.66,2022-01-30,428091,Male
0.2,3,1.1,13.25,2020-06-02,1529,40-49
0.3,218,5.42,14.85,2021-12-08,72688,50-59
0,0,0,14.57,2023-04-30,4540446,20-29
0.12,16804,49.26,46.31,2023-03-13,14190350,Male
0.3,220,5.33,14.79,2021-12-10,74507,50-59
0.14,4,1.17,13.41,2020-09-08,2874,40-49
18.75,1014,55.11,4.35,2021-05-04,5409,80 over
0.07,2,0.54,12.25,2020-09-16,2757,30-39
0,73,0,15,2022-10-14,3703220,20-29
0,162,0.47,14.66,2023-05-13,4603315,30-39
23.4,113,47.68,4.52,2020-04-21,483,80 over
0,0,0,19.62,2020-10-24,5056,20-29
2.93,146,53.28,42.02,2020-06-09,4980,Male
0,61,0.25,14.7,2022-07-16,2752293,20-29
18.67,1105,54.49,3.68,2021-07-05,5920,80 over
0.08,7,0.8,14.2,2020-12-30,8487,40-49
0.46,7339,22.7,5,2023-01-03,1602919,70-79
7.07,147,32.17,8.01,2020-10-26,2079,70-79
0.11,3952,11.37,10.99,2023-05-26,3476074,60-69
0,37,0.11,10.18,2023-02-06,3081879,0-9
0.06,20,0.92,15.84,2021-08-18,36227,40-49
0.12,3478,11.49,10.68,2022-11-25,2865545,60-69
2.06,18245,59.37,3.24,2022-12-04,883961,80 over
1.91,20590,0,3.45,2023-05-08,1079251,80 over
0,0,0,5.51,2020-11-09,1518,10-19
0,162,0.47,14.67,2023-05-30,4647389,30-39
0.11,15220,51.08,53.38,2022-11-16,14070794,Female
0.11,16472,51,54,2023-01-03,15660950,Female
0,0,0,15.53,2021-01-15,11064,20-29
0.12,3678,11.37,10.82,2023-01-04,3171205,60-69
0.44,22,4.62,18.33,2020-11-06,4986,50-59
5,645,27.35,4.76,2021-09-11,12911,70-79
0,0,0,4.31,2021-04-26,5147,0-9
1.71,859,50.32,50.38,2021-03-24,50298,Female
0,0,0,3.33,2020-12-22,1715,0-9
2.35,15312,58.79,2.93,2022-08-21,652019,80 over
0.63,15,5.21,17.86,2020-07-10,2382,50-59
0.85,2200,48.69,47.68,2021-12-16,259462,Female
0,0,0,1.41,2020-06-11,168,0-9
1,6242,23,5,2022-09-04,1196771,70-79
0.16,2900,11.84,10.14,2022-06-23,1855551,60-69
0.44,7827,22.68,5.64,2023-05-04,1760006,70-79
0,160,0.47,14.64,2023-03-29,4508638,30-39
2,17075,59,3,2022-10-19,778283,80 over
19.58,989,55.13,4.45,2021-04-17,5051,80 over
0.12,16935,49.26,46.28,2023-04-17,14344321,Male
0.12,3733,11.34,10.86,2023-01-14,3234796,60-69
15,1448,50,3,2021-11-04,9967,80 over
21.03,163,50.46,3.93,2020-08-30,775,80 over
0.16,3,1.01,13.21,2020-07-22,1834,40-49
0.02,3,0.18,15.01,2021-03-21,14810,20-29
0.11,14640,51.05,53.24,2022-10-09,13294823,Female
0,0,0,16.67,2020-02-06,4,30-39
0.01,322,1.33,15.44,2022-06-01,2797803,40-49
0,0,0,5.53,2020-07-11,740,10-19
0,0,0,13.06,2023-07-02,4212563,50-59
0.03,1414,4.09,13.07,2023-05-09,4090546,50-59
0,0,0,15.28,2021-01-30,11897,20-29
0.12,3587,11,11,2022-12-18,3033490,60-69
3.8,1444,26.83,6.12,2021-12-29,37979,70-79
0.31,312,4.84,14.21,2022-01-19,100330,50-59
0.04,8,0.4,13.89,2021-06-15,20653,30-39
0.11,4031,11.35,11.21,2023-08-11,3786343,60-69
2.46,41,14.54,13.03,2020-06-30,1668,60-69
0.01,460,1.35,15.24,2023-03-14,4670394,40-49
19.89,976,55.3,4.5,2021-04-10,4907,80 over
1.3,186,11.4,15.57,2021-03-06,14328,60-69
0,0,0,5.76,2020-08-30,1134,10-19
0,14595,51,53,2022-10-06,13261901,Female
0,95,0.44,14.73,2022-04-20,2442879,30-39
0.04,1045,4.16,12.42,2022-08-04,2503619,50-59
0,0,0,9.54,2021-11-08,36400,10-19
0.22,330,4.74,12.78,2022-02-10,151515,50-59
1.04,1039,49.74,51.01,2021-07-30,100383,Male
6.38,39,30.95,6.69,2020-03-25,611,70-79
12.36,3448,49.81,2.58,2022-02-08,27886,80 over
1.44,175,47.68,54.33,2020-09-15,12165,Female
1.95,20228,59.65,3.4,2023-02-23,1036503,80 over
0.13,11693,51.46,52.95,2022-04-29,9105088,Female
0.06,2,0.45,12.32,2020-10-20,3122,30-39
0.11,17114,50.81,53.66,2023-02-09,16266061,Female
18.25,1127,53.79,3.11,2021-07-31,6176,80 over
1.28,53,11.52,15.93,2020-10-27,4148,60-69
5.16,611,27.89,5.13,2021-08-19,11845,70-79
2,16718,59,3,2022-09-28,756212,80 over
0.03,1447,4.05,13.11,2023-08-24,4498857,50-59
0,324,1,15,2022-06-11,2811763,40-49
1.42,149,47.15,54.83,2020-08-28,10460,Female
2.02,235,53.05,46.44,2020-10-17,11660,Male
0.11,14657,51.06,53.24,2022-10-11,13308229,Female
0,162,0.47,14.66,2023-05-02,4571835,30-39
0.46,21,4.78,18.36,2020-10-15,4588,50-59
0.01,301,1.29,15.47,2022-05-08,2713985,40-49
0.13,4,1.06,13.36,2020-09-18,3044,40-49
4.34,1760,27.59,5.79,2022-01-18,40543,70-79
0.12,13500,48.93,46.79,2022-09-14,11320442,Male
0.12,7433,50.85,52.52,2022-03-26,6038125,Female
1.52,235,47.38,52.97,2020-11-18,15509,Female
15.79,1268,49.84,2.46,2021-10-07,8028,80 over
5.73,301,27.84,7.8,2021-01-08,5252,70-79
0,139,0.46,14.56,2022-11-20,3866548,30-39
0.11,17461,49.36,46.04,2023-08-04,15393791,Male
1.78,131,46.45,56.91,2020-07-03,7379,Female
0.01,379,1.37,15.29,2022-09-14,3698353,40-49
0,0,0,8.47,2021-09-04,21926,10-19
0.09,9,0.8,14.25,2021-01-10,9785,40-49
1,5608,23,5,2022-06-10,875958,70-79
0,12,0,13,2022-07-14,2445884,10-19
0,67,0,15,2022-09-06,3523296,20-29
1.06,1042,15.82,13.12,2022-01-25,98426,60-69
0.41,8031,22.64,5.87,2023-08-10,1981078,70-79
2.68,14006,58.92,2.93,2022-05-17,522324,80 over
0.7,15,5.42,17.95,2020-06-12,2154,50-59
0.11,14999,51.03,53.33,2022-11-07,13790766,Female
0.13,5974,49.37,47.77,2022-03-19,4317578,Male
0,72,0.25,14.78,2022-10-03,3670552,20-29
0,0,0,15.14,2021-02-10,12406,20-29
0.1,18169,50.56,54.03,2023-09-04,18679931,Female
0.75,1500,50.74,53.13,2021-11-06,200669,Male
0,0,0,9.18,2021-10-26,32542,10-19
